Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,Agent phone number
Renters,95008,Theodore,Underwood,3/3/1993,f,1630 W Campbell Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 559-9571,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,1500,5262616,-1,20.18,Randall Talley,"900 E Hamilton Ave Ste 100
Campbell, CA 95008-0668

",(408) 879-7455
Renters,95035,Emma,Ramos,6/6/1994,f,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 664-2822,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,2500,20836146,-1,14.59,Thomas Truong,"500 E Calaveras Blvd Ste 321
Milpitas, CA 95035-7708",(408) 935-8888
Renters,95051,Nathaniel,Williamson,11/18/1993,m,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 495-4119,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,5000,92207055,-1,12.51,James Miao,"303 W Joaquin Ave Ste 210
San Leandro, CA 94577-3666",(510) 357-8080
Renters,94086,Hazel,Sharp,3/3/1993,m,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(619) 447-3000,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,100,,-1,,,,
Renters,95123,Madeline,Short,7/31/1993,f,1045 Coleman Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(858) 693-1175,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,100 / 250,96137396,-1,32.71,Bin Lu,"6472 Camden Ave Ste 209
San Jose, CA 95120-2827

",(408) 728-9789
Renters,95020,Lukas,Caldwell,4/5/1994,f,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 733-2306,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,250,67069712,-1,41.53,Paulson Nietert,"50 W Main Ave Ste A
Morgan Hill, CA 95037-4567",(408) 778-2761
Renters,94040,Anabel,Fernandez,7/31/1993,m,234 Escuela Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(925) 283-9912,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,500,,-1,,,,
Renters,95136,Ariana,Bell,7/31/1993,m,4300 The Woods Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 445-6530,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,750,,-1,,,,
Renters,94087,Gabriella,Leon,12/1/1993,m,1032 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 664-2724,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,1000,,-1,,,,
Renters,95054,Lilly,Fox,11/18/1993,f,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 440-1155,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,1500,,-1,,,,
Renters,95128,Oliver,Bell,11/12/1994,m,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(510) 215-2850,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,2500,,-1,,,,
Renters,95054,Anna,Wade,7/31/1993,m,730 Agnew Rd,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(888) 830-9456,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,1000,500000,N,5000,10449363,-1,14.17,Alex Thu Nguyen,"1645 S Main St Ste 210
Milpitas, CA 95035-6262",(408) 460-4855
Renters,95134,Max,Bowman,3/8/1994,m,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 923-3200,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,100,5606276,-1,23.95,"Martin Fausto



","603 N 13th St
San Jose, CA 95112-3013",(408) 759-7139
Renters,95126,Adeline,Keller,6/6/1994,m,950 Meridian Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(925) 283-9912,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,100 / 250,37356650,-1,29.21,Tyler Carlin,"9300 Madison Ave Ste 201
Orangevale, CA 95662-4961",(916) 988-5525
Renters,95014,Zoe,Vasquez,4/5/1994,f,7375 Rollingdell Dr,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(877) 713-4583,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,250,48559811,-1,19.21,John Williams,"San Jose, CA",(408) 227-2560 
Renters,95126,Elsa,Martinez,11/12/1994,f,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 440-1155,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,500,,-1,,,,
Renters,95138,Kole,Larsen,12/1/1993,m,6100 Monterey Hwy,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(858) 571-0104,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,750,,-1,,,,
Renters,94085,Sofia,Pittman,7/31/1993,m,330 N Mathilda Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(831) 384-7159,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,1000,51466728,-1,15.6,John Williams,"San Jose, CA",(408) 227-2560 
Renters,94087,Thomas,Page,3/8/1994,m,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 372-8336,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,1500,81505370,-1,14.47,John Williams,"San Jose, CA",(408) 227-2561
Renters,95134,Eva,Gordon,3/27/1994,m,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 738-8121,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,2500,6819539,-1,12.76,John Williams,"San Jose, CA",(408) 227-2562
Renters,94086,Atticus,Wilson,2/4/1994,f,718 Old San Francisco Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 342-2301,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,100000,N,5000,,-1,,,,
Renters,94085,Layla,Figueroa,4/5/1994,m,330 N Mathilda Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 549-1209,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,100,74730165,-1,26.03,John Williams,"San Jose, CA",(408) 227-2560 
Renters,95134,Dillan,Stanley,6/6/1994,f,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 559-9571,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,100 / 250,94838464,-1,25.08,John Williams,"San Jose, CA",(408) 227-2561
Renters,95125,Aiden,Andrews,6/6/1994,f,2118 Canoas Garden Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(831) 469-3620,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,250,27806424,-1,26.47,John Williams,"San Jose, CA",(408) 227-2562
Renters,95134,Nathan,Powers,2/4/1994,f,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(510) 223-2000,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,500,99850215,-1,19.77,John Williams,"San Jose, CA",(408) 227-2563
Renters,95030,Emilia,Jimenez,11/18/1993,f,347 Massol Ave,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(619) 293-3888,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,750,18833729,-1,18.64,John Williams,"San Jose, CA",(408) 227-2564
Renters,95126,Sienna,Duran,3/8/1994,m,950 Meridian Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 991-0777,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,1000,15954698,-1,21.88,Tyler Carlin,"9300 Madison Ave Ste 201
Orangevale, CA 95662-4961

",(916) 988-5525
Renters,95126,Easton,Duncan,3/8/1994,m,1590 Southwest Expy,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 854-2651,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,1500,83086876,-1,20.43,Anthony Mangiameli,"2845 Moorpark Ave Ste 102
San Jose, CA 95128-3158",(408) 247-7833
Renters,95050,Ana,Lewis,3/8/1994,f,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 284-9080,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,2500,90212266,-1,14.84,Bin Lu,"6472 Camden Ave Ste 209
San Jose, CA 95120-2827",(408) 728-9789
Renters,94086,Adrian,Hess,11/12/1994,m,1035 Aster Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 295-1360,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,300000,N,5000,,-1,,,,
Renters,95054,Aden,Gill,7/31/1993,f,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 996-1006,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,100,,-1,,,,
Renters,95054,Mathew,Peterson,3/3/1993,m,4500 Carlyle Ct,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 405-4600,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,100 / 250,8278928,-1,26.75,Michael Reen,"2695 Moorpark Ave Ste 100-c
San Jose, CA 95128-4710",(408) 449-4839
Renters,95112,Julia,Ortiz,3/8/1994,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 854-2651,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,250,,-1,,,,
Renters,95014,Isaac,Chapman,3/3/1993,f,19608 Pruneridge Ave,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 308-7225,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,500,,-1,,,,
Renters,95136,Seth,Summers,2/4/1994,m,4300 The Woods Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 244-0900,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,750,,-1,,,,
Renters,95054,Griffin,Gross,3/3/1993,f,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(619) 651-7000,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,1000,94790060,-1,19.35,Tony Stoll,"1000 S White Rd Ste 130
San Jose, CA 95127-3828",(650) 200-5721
Renters,95125,Abigail,Nicholson,11/18/1993,m,2118 Canoas Garden Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(877) 713-3968,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,1500,76612935,-1,23.89,Kevin Hunt,"105 S Main St Ste 6
Templeton, CA 93465-9601",(805) 434-3276
Renters,94086,Eliot,Robertson,12/1/1993,m,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 991-0827,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,2500,84216096,-1,17.75,Jason Schram,"1731 Embarcadero Rd Ste 212
Palo Alto, CA 94303-3339",(650) 522-0027
Renters,95014,Easton,Sutton,7/31/1993,m,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(888) 482-3584,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,40000,Keep default,2000,500000,N,5000,23512045,-1,14.42,Chiu Ling Lin,"1340 S De Anza Blvd Ste 203
San Jose, CA 95129-4644",(408) 657-3919
Renters,95128,Graeme,Black,3/27/1994,f,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 647-5909,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,100,61463934,-1,33.27,Michael Short,"2695 Moorpark Ave # 201
San Jose, CA 95128-4710",(408) 466-6586
Renters,95136,Penelope,Foster,3/3/1993,f,3601 Copperfield Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 474-0333,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,100 / 250,79021479,-1,31.94,Zainuddean Jeewanjee,"1494 Hamilton Ave Ste 101
San Jose, CA 95125-4535",(408) 703-4900
Renters,95112,Naomi,Howell,11/12/1994,f,101 E San Fernando St 100,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(510) 215-2850,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,250,17585145,-1,23.59,Thu Nguyen,"1989 Quimby Rd
San Jose, CA 95122-1245",(408) 258-8388
Renters,95014,Clara,Newton,11/18/1993,f,7375 Rollingdell Dr,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 991-0777,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,500,36433900,-1,19.23,John Williams,"4476 Pearl Ave
San Jose, CA 95136-1846",(408) 227-2560
Renters,95035,Mia,Williams,12/1/1993,m,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 588-0220,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,750,74750012,-1,17.98,Corinna Lee,"39812 Mission Blvd Ste 111
Fremont, CA 94539-3088",(510) 270-8386
Renters,94086,Aden,Reese,11/18/1993,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 400-5295,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,1000,25447404,-1,16.93,Jianhong Zhou,"39812 Mission Blvd Ste 203
Fremont, CA 94539-3087",(510) 656-1009
Renters,94043,Elliot,Myers,11/12/1994,m,100 N Whisman Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 491-1125,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,1500,22842515,-1,15.68,Dennis Fulfer,"6929 Sunrise Blvd Ste 150
Citrus Heights, CA 95610-3156

",(877) 315-3555
Renters,94086,Milo,Ellis,11/18/1993,f,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(619) 651-7000,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,2500,,-1,,,,
Renters,95123,Lily,Sullivan,3/8/1994,f,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(855) 646-0468,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,100000,N,5000,22531280,-1,14.64,Lee Gomez,"1100 Lincoln Ave Ste 265
San Jose, CA 95125-3065

",(408) 223-0970
Renters,95020,Olivia,Garza,3/8/1994,f,500 Ioof Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 528-2128,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,100,30323505,-1,54.09,Brenda Horder,"341 Tres Pinos Rd Ste 205b
Hollister, CA 95023-5589",(831) 634-1500
Renters,95112,Sawyer,Jensen,3/8/1994,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(760) 208-2785,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,100 / 250,87686835,-1,30.4,Timothy Shannon,"3848 E Colorado Blvd Ste 22
Pasadena, CA 91107-3975",(800) 999-5729
Renters,95030,Mila,Reynolds,3/3/1993,f,347 Massol Ave,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 735-9780,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,250,96710069,-1,22.99,Patricia Ropp,"15495 Los Gatos Blvd Ste 6
Los Gatos, CA 95032-2544",(408) 356-1762
Renters,95050,Addyson,Navarro,3/27/1994,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 264-9696,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,500,74650952,-1,21.32,Bin Lu,"6472 Camden Ave Ste 209
San Jose, CA 95120-2827",(408) 728-9789
Renters,94043,Sienna,Decker,3/8/1994,f,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(510) 240-9405,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,750,74151866,-1,20.06,Robert Chang,"257 Castro St Ste 105
Mountain View, CA 94041-1286",(650) 965-8559
Renters,94041,Archer,Lamb,7/31/1993,m,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 440-7285,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,1000,,-1,,,,
Renters,95112,Grace,Maxwell,3/3/1993,m,101 E San Fernando St 100,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(619) 280-4988,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,1500,87531286,-1,19.78,Heidi Shigematsu,"605 N 5th St
San Jose, CA 95112-3244",(408) 288-9222
Renters,94304,Jasper,Malone,11/18/1993,f,1600 Sand Hill Rd,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 766-6881,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,2500,50966114,-1,15.88,Jason Schram,"1731 Embarcadero Rd Ste 212
Palo Alto, CA 94303-3339",(650) 522-0027
Renters,95111,Thomas,Jimenez,11/18/1993,m,2600 Corde Terra Cir,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 883-9600,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,300000,N,5000,,-1,,,,
Renters,95035,Elsa,Simpson,3/3/1993,f,755 E Capitol Ave,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 583-9275,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,100,16800656,-1,29.88,Rudy Buitrago,"2290 N 1st St Ste 209b
San Jose, CA 95131-2017",(408) 434-0640
Renters,95008,Emilia,Townsend,6/6/1994,m,200 Hollis Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 591-6666,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,100 / 250,90360698,-1,35.69,Mark Matias,"2470 Winchester Blvd Ste B
Campbell, CA 95008-4807",(408) 440-5111
Renters,95131,David,Weaver,12/1/1993,f,1600 Whitewood Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(510) 841-2760,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,250,5469200,-1,24.66,Su Mei Tseng,"2051 Junction Ave Ste 125
San Jose, CA 95131-2117",(408) 922-0998
Renters,95126,Vivian,Schmidt,12/1/1993,f,1201 Parkmoor Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(844) 250-7147,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,500,41687742,-1,28.24,James Melin,"2130 The Alameda Ste 150
San Jose, CA 95126-1153",(408) 985-0500
Renters,94087,Sadie,Curtis,3/3/1993,m,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 641-8003,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,750,23943780,-1,21.73,Yu Wen Han,"20567 Sunrise Dr
Cupertino, CA 95014-2960",(408) 865-0365
Renters,95035,Dillan,Hill,3/8/1994,f,755 E Capitol Ave,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(877) 713-3956,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,1000,32235710,-1,20.68,Rudy Buitrago,"2290 N 1st St Ste 209b
San Jose, CA 95131-2017",(408) 434-0640
Renters,94043,Lucie,Thompson,12/1/1993,f,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 308-7225,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,1500,42176800,-1,19.43,"Anna Perez-Villafranca

","885 N San Antonio Rd Ste O
Los Altos, CA 94022-1341",(650) 947-3880
Renters,95136,Grace,Holloway,7/31/1993,m,5230 Terner Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 307-1871,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,2500,47436506,-1,21.32,Kirk Stoddard,"1631 Willow St Ste 225
San Jose, CA 95125-5118",(408) 978-3208
Renters,95134,Ronan,Newton,2/4/1994,f,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 445-6530,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,1000,500000,N,5000,24778597,-1,15.25,Michael Short,"2695 Moorpark Ave # 201
San Jose, CA 95128-4710",(408) 466-6586
Renters,95125,Adam,Robertson,4/5/1994,m,3200 Rubino Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 664-2724,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,2000,100000,N,100,64375246,-1,33.52,Vilai Yang,"8021 Laguna Blvd Ste 1
Elk Grove, CA 95758-7920",(916) 684-9958
Renters,95050,Nicholas,Summers,7/31/1993,f,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(831) 449-1800,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,2000,100000,N,100 / 250,64575139,-1,25.33,Leny Bueno,"2695 Moorpark Ave Ste 100f
San Jose, CA 95128-4710",(408) 449-4871
Renters,95050,Ryder,Deleon,11/12/1994,f,1599 Warburton Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 334-1880,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,2000,100000,N,250,51707119,-1,21.16,Jeannette Sacman,"1659 Scott Blvd Ste 10
Santa Clara, CA 95050-4137",(408) 984-2790
Renters,95035,Holden,Burnett,7/31/1993,m,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(888) 270-6855,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,2000,100000,N,500,,-1,,,,
Renters,95112,Quinn,Greene,6/6/1994,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(760) 489-9272,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,2000,100000,N,750,,-1,,,,
Renters,95136,Willow,Hogan,5/6/1994,f,3601 Copperfield Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 737-2900,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,50000,Keep default,2000,100000,N,1000,54628142,-1,21.81,Terry Haas,"1905 Hamilton Ave Fl 2
San Jose, CA 95125-5673",(408) 371-7302
